"","observed","chao1","diversity_inverse_simpson","diversity_gini_simpson","diversity_shannon","diversity_fisher","diversity_coverage","evenness_camargo","evenness_pielou","evenness_simpson","evenness_evar","evenness_bulla","dominance_dbp","dominance_dmn","dominance_absolute","dominance_relative","dominance_simpson","dominance_core_abundance","dominance_gini","rarity_log_modulo_skewness","rarity_low_abundance","rarity_rare_abundance"
"NIOZ140.80",1645,3437.47338403042,10.1010591840978,0.901000481061005,3.99177437850784,399.773899949386,5,0.94381770137141,0.539028656561691,0.00614046151008986,0.411275651138661,0.195415631242036,0.264045177095877,0.415645891292613,6359,0.264045177095877,0.0989995189389949,0.529502138437902,0.998823602254731,2.06142204764985,0.197857409791139,0.412116430677241
"NIOZ140.107",7355,15402.2658662093,138.909894270366,0.992801088754314,6.32407549434126,1913.02004946556,61,0.925757123231924,0.710320021507417,0.0188864574126943,0.382213585878018,0.236897378178623,0.0344528116465359,0.0621179051776348,3015,0.0344528116465359,0.00719891124568605,0.121561860794643,0.993157800898985,2.0614228092727,0.471769263292615,0.639279633417513
"NIOZ140.118",7937,17727.1216329966,262.018291135082,0.996183472551981,7.05565003542405,2508.32440031449,164,0.934699990359439,0.785769200614795,0.0330122579230291,0.4291689243002,0.320815045430708,0.0280654861343134,0.0490618460618636,1596,0.0280654861343134,0.00381652744801872,0.0806794801906202,0.988515986993207,2.06142303617716,0.637751244131043,0.748395378690629
"NIOZ140.100",9346,17749.5525543159,62.6362135537368,0.984034794837302,6.29666904786244,2718.22082782508,54,0.917560416205363,0.688709733844136,0.00670192740784687,0.471827167281212,0.270564695956646,0.0883785664578984,0.134063411835085,7239,0.0883785664578984,0.0159652051626984,0.138189942497161,0.989401962644251,2.06142288197141,0.497271362121379,0.547912927761296
"NIOZ140.61",1688,3359.2962962963,10.5887651850092,0.905560281814944,3.63201214752851,373.075183163639,4,0.845154204186124,0.488745213663089,0.00627296515699598,0.420086192581893,0.14904777081625,0.235923043031282,0.355088852988691,8032,0.235923043031282,0.0944397181850557,0.635218093699515,0.999111112977154,2.06141494623689,0.14143045968571,0.280628579820825
"NIOZ140.12",15654,29575.9866595518,106.210831401073,0.990584764408596,6.89717921959548,4821.27664286157,77,0.828760504942645,0.714105942839159,0.0067849004344623,0.503001602558569,0.302924162511351,0.0540917141634,0.0947696233558016,6444,0.0540917141634,0.00941523559140408,0.191411135640597,0.979807156166999,2.06142293807647,0.52034315165658,0.608288354836273
"NIOZ140.93",9346,21773.5945205479,52.2577317666226,0.980864075684228,6.39459983665137,3308.320444453,45,0.936461040530483,0.699421093607416,0.0055914542870343,0.585642089315101,0.330560606179721,0.107655365616603,0.152478417471843,5649,0.107655365616603,0.0191359243157719,0.114173003258819,0.9856263381688,2.06142300560586,0.476092466601871,0.562384464391211
"NIOZ140.63",3840,7484.85074626866,80.8587893556303,0.987632760668703,5.91548506140532,1137.33736098561,34,0.940818692187241,0.716748079107217,0.0210569763946954,0.441726466029407,0.295774381265032,0.054162518666003,0.105960676953708,1741,0.054162518666003,0.0123672393312969,0.260857391737183,0.995241733211515,2.06142303617716,0.422131657541065,0.571397461423594
"NIOZ140.66",964,1998.26176470588,4.26855261829143,0.765728552644557,2.99954184919828,252.333947580979,2,0.999646202816447,0.436545189197388,0.00442795914760522,0.530429135627292,0.19292220544552,0.453237410071942,0.61026734168221,5103,0.453237410071942,0.234271447355443,0.717470468069988,0.999254319073437,2.06142156726869,0.169642064126477,0.239896971311839
"NIOZ140.64",2906,4508.5009765625,7.34470497780046,0.863847492442171,3.55834465416197,582.41450826265,4,0.909028776740349,0.446213555541519,0.00252742772807999,0.402647348870624,0.147593727451283,0.339858049176662,0.421897621205523,28874,0.339858049176662,0.136152507557829,0.610270836521145,0.998704783551943,2.06142150362127,0.155875186854836,0.29526006662037
"NIOZ140.115",3391,7030.5065913371,51.6531999887561,0.98064011522582,5.53715200619256,895.709812305083,33,0.935726671965357,0.681170334582476,0.0152324388052952,0.391359597129166,0.242390328643236,0.0904613789528253,0.147252462415759,3490,0.0904613789528253,0.0193598847741801,0.203784344219803,0.9967145229746,2.06142256162827,0.331804043545879,0.693286677034733
"NIOZ140.111",5800,10583.0419161677,33.4325604122798,0.97008903931771,5.37697283717441,1387.58121580863,21,0.958559832163598,0.620495366597338,0.00576423455384135,0.39337996658922,0.209901794969934,0.127783936309584,0.192157389678301,11412,0.127783936309584,0.0299109606822904,0.0842823070979878,0.995676627730404,2.06142248646656,0.327174801527316,0.537516656029203
"NIOZ140.96",10888,18910.2228381375,186.403497990485,0.994635293807356,6.93469342605307,3458.00991377257,108,0.906497660768084,0.746033638512101,0.0171200861490159,0.505907796137056,0.304711123453407,0.0292889741728037,0.0537159008401618,2259,0.0292889741728037,0.00536470619264367,0.135216782491443,0.985049858457614,2.0614230246777,0.561495176848875,0.697113888600768
"NIOZ140.73",1679,3981.05405405405,18.8609242133647,0.946980328817004,4.6843283944214,576.490304427242,6,0.813524060706751,0.630804959300661,0.0112334271669831,0.581473685053634,0.315496192874102,0.123704146730463,0.240929027113238,1241,0.123704146730463,0.0530196711829959,0.570175438596491,0.997576317004075,2.06142303617716,0.338815789473684,0.376196172248804
"NIOZ140.104",9302,19291.8904665314,48.2907642908522,0.979292106582181,6.22498873623788,2657.71065115263,50,0.958387527090875,0.681221181030516,0.00519143886162677,0.454262839321347,0.272725806277173,0.112648499191602,0.172235630433254,9615,0.112648499191602,0.0207078934178192,0.0741382946317689,0.98971495112005,2.06142299086013,0.476474447594723,0.595719005553343
"NIOZ140.94",6930,16049.1020019066,22.4366193682323,0.95543000558204,5.36316941350987,2084.22203088718,13,0.94959224758881,0.606445368506583,0.00323760741244334,0.558535047005263,0.261607780253719,0.179020302932646,0.251960468363949,9999,0.179020302932646,0.0445699944179596,0.281376445733519,0.992368891093975,2.06142298056686,0.34420095248326,0.395817667490242
"NIOZ140.126",881,3127.91414141414,94.4586778667367,0.989413360184749,5.8290495282662,577.392265774732,63,0.993280232127504,0.859607726377557,0.1072175685207,0.708441194609822,0.546284123720361,0.0596727622714148,0.0991337824831569,124,0.0596727622714148,0.0105866398152514,0.10827718960539,0.99713323131121,2.06142303617716,0.496631376323388,0.66121270452358
"NIOZ140.99",2614,6295.92257217848,16.9849533880516,0.941124360064275,5.66353713157159,1071.36220143483,55,0.757885658640219,0.719760894769157,0.0064976868355209,0.600765580484334,0.412010036961312,0.233621534896158,0.278099652375435,2621,0.233621534896158,0.058875639935725,0.316160085569124,0.994666610993818,2.06142283658692,0.522239058739638,0.621267492646403
"NIOZ140.85",4303,8462.0277027027,59.6009063351711,0.983221731656623,5.59883242893365,1171.28771134556,23,0.956325228491733,0.669151082279359,0.0138510123948806,0.433379228697131,0.249369657101898,0.0585868018498755,0.11392742796158,2635,0.0585868018498755,0.0167782683433773,0.257092671647101,0.995742148687441,2.06142237298146,0.362371042333689,0.59389452152259
"NIOZ140.91",591,1631.77884615385,30.2341595036968,0.966924828855331,4.85726294999495,194.059574647913,23,0.998717789580734,0.761109837191639,0.0511576302939033,0.424384020471517,0.397347032262286,0.146203346203346,0.223166023166023,568,0.146203346203346,0.0330751711446692,0.318404118404118,0.998934368471197,2.06142303617716,0.238610038610039,0.615701415701416
"NIOZ140.120",5728,12585.5311438279,196.4442847086,0.994909498123178,6.46928064488441,1559.82069483605,97,0.966836863441723,0.747623905303975,0.0342954407661661,0.374054375515703,0.249644705241049,0.0310023076151299,0.0586602454767399,1854,0.0310023076151299,0.00509050187682158,0.0642286211163506,0.993899272008434,2.06142303617716,0.4480284940303,0.813334002207284
"NIOZ140.98",2608,7180.57846153846,115.692757440614,0.99135641658024,6.05666116581687,886.80168172473,57,0.963810195745758,0.769946632743252,0.0443607198775362,0.456570613998765,0.331524515437749,0.0437653272967365,0.0836949003332705,696,0.0437653272967365,0.00864358341975991,0.119662956674841,0.995902816254954,2.06142303617716,0.430610576620763,0.595170722505188
"NIOZ140.82",4777,7630.33583021223,6.67025921383988,0.850080788775774,3.74950148964983,964.578499308848,2,0.95117067916396,0.442598286848841,0.00139632807490891,0.382209230122049,0.166831044208302,0.337155083370223,0.514276228419655,45698,0.337155083370223,0.149919211224226,0.604596429098421,0.997705572231382,2.06142234771516,0.209982293050022,0.319676848162904
"NIOZ140.75",2190,3733.52736318408,11.764910897845,0.915001481211118,3.58864441063908,481.68163335563,4,0.846651081915949,0.46656325071557,0.00537210543280595,0.458977761436856,0.155189930375794,0.176393369674046,0.307153187228835,7928,0.176393369674046,0.0849985187888818,0.616642563132718,0.99883454266174,2.0614177839212,0.17327845144065,0.279986650350428
"NIOZ140.71",6889,9254.94563662375,7.70420781465403,0.870200801424655,3.5876296535855,1217.49088141024,3,NA,0.405946940839582,0.00111833470963188,0.338742550598309,0.134361091523363,0.290103792300394,0.458345073459647,100901,0.290103792300394,0.129799198575345,0.703657169144073,0.997758257373079,2.06142253424555,0.196012190563814,0.221416865530031
"NIOZ140.119",2041,4963.85355648536,105.058651467462,0.990481507367247,5.45483332046389,462.526243410501,40,0.978882020534317,0.715745129724871,0.0514741065494671,0.275910410696222,0.2242968606539,0.0352585360677049,0.0680497705144191,1329,0.0352585360677049,0.00951849263275294,0.106730692701563,0.998279297681222,2.06142303617716,0.230865147374844,0.713686891465259
"NIOZ140.124",3607,4875.96789617486,40.1625908806338,0.975101207913302,4.9626106717792,732.170499447858,17,0.976548553360617,0.605888637789626,0.0111346245857038,0.334348822848944,0.177120628068308,0.0908446909983437,0.155877716361024,9105,0.0908446909983437,0.0248987920866977,0.157484085965717,0.997938535743685,2.0614208141869,0.210464350567717,0.801239199409335
"NIOZ140.70",2641,4469.40430107527,9.38920045802073,0.893494658627109,3.78789166445571,561.014460881176,4,0.875826555609103,0.48076323556562,0.00355516867020853,0.403029656436574,0.156573453161871,0.270328635448464,0.414804832110151,16649,0.270328635448464,0.106505341372891,0.620624147561213,0.99865957898686,2.06142077963864,0.184272910307203,0.30275378320452
"NIOZ140.88",1249,2638.04109589041,8.0111642006457,0.875174197538056,3.38632641239341,351.194127712403,3,0.812276925438628,0.474934028973713,0.00641406261060504,0.599712145631144,0.21510106315663,0.232474485527857,0.417517149071441,2779,0.232474485527857,0.124825802461944,0.753973565333779,0.99886356743977,2.06141953328415,0.218002342312197,0.231219675422453
"NIOZ140.76",554,1454,16.42749638889,0.939126451388155,4.04936473783906,172.908585549142,5,0.9985395229992,0.641009842015704,0.0296525205575631,0.464673150342721,0.293885795363518,0.1429270680372,0.264561918746941,584,0.1429270680372,0.0608735486118448,0.412139011257954,0.999286464762932,2.06142303617716,0.205824767498776,0.495105237395986
"NIOZ140.79",2689,4462.3343373494,8.12404963543403,0.876908679184039,3.57766582756424,576.601203222996,4,0.860181434826095,0.453045455451339,0.00302121592987506,0.436985093622785,0.156289605368812,0.302614411468398,0.417413995276553,18323,0.302614411468398,0.123091320815961,0.665824373647789,0.998643260710665,2.06142178297157,0.17407389056797,0.264397430180515
"NIOZ140.68",923,1809.05592105263,4.06782664370084,0.754168481700533,2.73751356849815,206.430530883484,2,0.995021920678386,0.400946430228571,0.00440717946229777,0.440283326959058,0.160772600809223,0.458513081965376,0.627262031486358,8184,0.458513081965376,0.245831518299467,0.753655666984145,0.99950156253314,2.06141989107965,0.137486693932433,0.225054624908958
"NIOZ140.84",1434,3273.80099502488,9.4102031386316,0.893732368444342,3.74410664387454,339.032312976302,4,0.925516200392237,0.515133703654185,0.00656220581494533,0.406713128667848,0.18702659201467,0.270227876780968,0.409481068363034,6202,0.270227876780968,0.106267631555658,0.633175025053375,0.999057916715572,2.06142173493829,0.181125005446386,0.296980523724456
"NIOZ140.9",7712,11239.184079602,11.8425229779369,0.915558534117853,5.18872573153555,1896.45515519193,12,0.710454409920129,0.579711378801674,0.00153559685917232,0.422832901617421,0.248941244147504,0.268631056357451,0.36427323710582,29219,0.268631056357451,0.0844414658821468,0.379626735313046,0.993124718302454,2.06142279048681,0.414599613864117,0.558674266801508
"NIOZ140.113",1052,2397.71768707483,18.1222351401954,0.944819168702762,3.88658910738993,244.704793297394,6,0.998994394667521,0.558542492193155,0.0172264592587409,0.389794230870295,0.173768857849624,0.123727001631689,0.243627975018286,2199,0.123727001631689,0.055180831297238,0.21346987002757,0.999324951677593,2.0614180964543,0.146007989647218,0.703370280762955
"NIOZ140.81",1763,3497.38552188552,7.94327334016059,0.874107316067788,3.98820906388632,494.202213316586,4,0.905332380906528,0.533555935427443,0.00450554358488973,0.524070278615933,0.24723007168873,0.326475429108864,0.425111685868798,5554,0.326475429108864,0.125892683932212,0.59740183399953,0.99825434381566,2.06142259728463,0.253938396426052,0.33188337644016
"NIOZ140.74",3004,6252.70120724346,26.812519052431,0.962703989205769,5.15099613518252,892.083123892608,14,0.846080930961592,0.643255382556139,0.00892560554341909,0.486955559086801,0.273879463743761,0.106761138465234,0.205476161883031,2667,0.106761138465234,0.0372960107942314,0.467515311636844,0.996529503837763,2.06142167483301,0.329330291021176,0.469797045754774
"NIOZ140.121",2098,4624.31578947368,113.944802124956,0.991223820820687,5.65651014072849,529.970824382974,46,0.988794279496869,0.739534916444109,0.0543111544923525,0.314658709939923,0.257474695025782,0.0333761703690105,0.0591518266935928,909,0.0333761703690105,0.00877617917931322,0.0388103543234808,0.99779856851336,2.06142303617716,0.290361666972645,0.852395814209657
"NIOZ140.97",3265,7033.54545454545,62.7338183572699,0.984059634401576,5.42749912639815,848.508423511311,27,0.900707497300704,0.670805714538719,0.0192140331875253,0.397059471861332,0.224984633775961,0.0696402434327093,0.111444932337005,2712,0.0696402434327093,0.0159403655984239,0.233341036900085,0.997104756237377,2.06142290825739,0.288832396066045,0.499524946716997
"NIOZ140.78",1742,3851.51258992806,52.7364646691311,0.981037788439669,5.37084466831176,569.238641052214,23,0.969481558987374,0.719683292000437,0.0302735158835425,0.47619154989636,0.316582345483703,0.0650596163815448,0.129168826680491,753,0.0650596163815448,0.0189622115603313,0.315794021081735,0.99749886061764,2.06142303617716,0.342750993606359,0.527129773630551
"NIOZ140.87",403,1183.04545454545,25.0672234733367,0.960107269117233,4.15833080141667,119.18384771129,9,0.999412263897907,0.693177992211885,0.0622015470802399,0.379236689667863,0.294913501012363,0.119905493207324,0.192262256349675,406,0.119905493207324,0.039892730882767,0.441228588304784,0.999475143511411,2.06142303617716,0.150620200826934,0.489958653278204
"NIOZ140.65",577,1482.53289473684,13.713642712443,0.927079914434941,3.92033796158323,172.832541308609,5,0.999575672218227,0.61661453638679,0.0237671450822236,0.460326043599134,0.274027969980839,0.199276133702363,0.324036619118586,936,0.199276133702363,0.0729200855650595,0.455184160102193,0.999324329310234,2.06142303617716,0.196295507770918,0.522674047264211
"NIOZ140.89",499,1513.94339622642,27.1662370212356,0.963189601886404,4.24542039380347,147.752771535332,10,0.999523448811499,0.683355797610716,0.0544413567559831,0.397371692449679,0.27935041601814,0.111483253588517,0.192822966507177,466,0.111483253588517,0.0368103981135963,0.426794258373206,0.999381564463647,2.06142303617716,0.170574162679426,0.468421052631579
"NIOZ140.92",641,1843.0487804878,16.4103635040823,0.939062897677359,4.30812547216348,230.443555240804,7,0.999428722134559,0.666579891191784,0.025601191114013,0.537564156822718,0.323493911174785,0.201146131805158,0.284527220630373,702,0.201146131805158,0.060937102322641,0.483667621776504,0.998992479243185,2.06142303617716,0.244699140401146,0.393123209169054
"NIOZ140.72",1757,3673.71917808219,6.95963782922224,0.856314362250118,3.51912019190194,502.130859649508,3,0.841313466087414,0.471014478933033,0.00396109153626764,0.609090834325394,0.235235402063334,0.295202035876109,0.470423933958165,4756,0.295202035876109,0.143685637749882,0.734963689404755,0.998289020546196,2.06142085906245,0.253118987027497,0.245794798584818
"NIOZ140.69",1559,3252.29151291513,12.8837220056527,0.922382677958958,4.23802012623261,462.703494395521,5,0.952906591177084,0.576460214058543,0.00826409365340132,0.535362058381874,0.253735777911215,0.229145806054071,0.320573057074636,2975,0.229145806054071,0.0776173220410418,0.573596241238543,0.998308139609762,2.06142247485041,0.257798659785874,0.359239004852499
"NIOZ140.83",1167,2706.18862275449,23.1154381049799,0.956738868826174,4.98724487859457,430.007030518509,16,0.896148711555223,0.706189401006077,0.0198075733547386,0.548912371009806,0.377610768857024,0.157147573456586,0.239517992736877,952,0.157147573456586,0.0432611311738263,0.441399801914823,0.997927746685633,2.06142303617716,0.375371409706174,0.5
"NIOZ140.77",670,1542.16981132075,35.1255169727451,0.971530668124374,4.77397613894709,245.990531439058,15,0.993727251804939,0.73363645289965,0.0524261447354404,0.509303161605884,0.349548709727262,0.110508280982296,0.177041690462593,387,0.110508280982296,0.0284693318756256,0.28269560251285,0.998836067387245,2.06142303617716,0.273272415762421,0.676470588235294
"NIOZ140.108",460,1010.3141025641,124.781047165729,0.991985962430081,5.5651467886225,304.747138604027,60,0.999070925431139,0.907672681504813,0.271263146012455,0.69641126460617,0.610695260930774,0.0437616387337058,0.0726256983240224,47,0.0437616387337058,0.0080140375699191,0.116387337057728,0.998337829083439,2.06142303617716,0.418063314711359,0.695530726256983
"NIOZ140.90",4,7,2.57894736842105,0.612244897959184,1.15374194270109,3.87837451962527,1,1,0.832248889600231,0.644736842105263,0.779821023557876,0.571428571428572,0.571428571428571,0.714285714285714,4,0.571428571428571,0.387755102040816,0.285714285714286,0.999981165834823,2.06142303617716,0,0.714285714285714
