"","observed","chao1","diversity_inverse_simpson","diversity_gini_simpson","diversity_shannon","diversity_fisher","diversity_coverage","evenness_camargo","evenness_pielou","evenness_simpson","evenness_evar","evenness_bulla","dominance_dbp","dominance_dmn","dominance_absolute","dominance_relative","dominance_simpson","dominance_core_abundance","dominance_gini","rarity_log_modulo_skewness","rarity_low_abundance","rarity_rare_abundance"
"NIOZ140.95",16927,23809.4102272727,72.5995192182021,0.986225804099412,6.98905035857373,4979.14160014944,126,0.791266969313329,0.717807398377769,0.00428897732724063,0.485031446127947,0.322393246695416,0.0844097284848148,0.139704760187022,12168,0.0844097284848148,0.0137741959005877,0.115140752251065,0.959247425862941,2.06142279633036,0.593844083410797,0.731655035586942
"NIOZ140.67",1785,3849.3904109589,23.3394938240216,0.957154169343177,4.69190394123951,500.307120618466,10,0.902287749690706,0.626658887968036,0.0130753466801241,0.452490074925642,0.246232227395642,0.153685432385374,0.223853743470691,2648,0.153685432385374,0.0428458306568232,0.359895531050493,0.996798976477891,2.06142260804079,0.262333139872316,0.535751596053395
"NIOZ140.122",12676,24129.8225512528,209.033926264826,0.99521608756115,7.45844389122662,4489.26385140871,231,0.867196903325509,0.789465038734908,0.0164905274743473,0.519103201635088,0.381896769003293,0.0322081575246132,0.0637974683544304,2290,0.0322081575246132,0.00478391243885022,0.0338115330520394,0.960195684848486,2.06142300223736,0.658804500703235,0.787355836849508
"NIOZ140.86",3390,5647.72594752187,16.6586936355994,0.939971283350634,4.85208263950527,926.7888656619,9,0.932750903871544,0.59691600935446,0.00491406891905588,0.485423043747292,0.251989968047742,0.202342187946301,0.309882890602685,7084,0.202342187946301,0.0600287166493663,0.414453013424736,0.993953859812223,2.061422803663,0.331905169951442,0.511996572407883
"NIOZ140.80",1405,2804.40638297872,8.66081605468742,0.884537439233711,3.7137559823701,333.143309791519,4,0.938875676197327,0.512398215107897,0.00616428188945724,0.417227019898619,0.183814311221935,0.285502626498451,0.44942306828896,6359,0.285502626498451,0.115462560766289,0.575405199120011,0.99834696602241,2.06142168059956,0.172271359942531,0.387778925156019
"NIOZ140.107",4226,8856.34441087613,151.123789496571,0.993382908122333,6.31685887558923,1190.71383079327,86,0.930696757357843,0.756599641041237,0.0357604802405515,0.375618564874266,0.279648942057258,0.0410928255357232,0.0671456272062845,1653,0.0410928255357232,0.0066170918776669,0.0457664197285338,0.990955268985317,2.06142303617716,0.469373042310943,0.82498881320539
"NIOZ140.118",5402,12016.8303909206,443.854446413371,0.997747009164647,7.18317479854433,1872.50060786444,219,0.933378738738427,0.835785012868714,0.0821648364334267,0.43377885068828,0.371350069814624,0.0170937470378211,0.0294480078359506,541,0.0170937470378211,0.00225299083535299,0.0182628203102784,0.982572959895265,2.06142303617716,0.70640462573857,0.889633163765048
"NIOZ140.100",7218,12799.4606299213,37.9672382950163,0.97366150278749,6.01650191971861,2141.24952099617,47,0.896318607151423,0.677203544070068,0.00526007734760547,0.480136205497157,0.287911801845689,0.120287133812997,0.182466226882239,7239,0.120287133812997,0.0263384972125103,0.165783220617803,0.984353962561386,2.06142277759055,0.482959738123328,0.565859656702281
"NIOZ140.61",1571,3012.11196911197,9.61158404063222,0.895958876729103,3.49652528056256,345.173620094377,4,0.836461638920038,0.475105734875047,0.00611813115253483,0.425245007209301,0.148233189155423,0.248184655316256,0.373543861817508,8032,0.248184655316256,0.104041123270897,0.668664833297284,0.998548516733351,2.06141369316379,0.139881963971202,0.267311435899021
"NIOZ140.93",7188,16293.1615120275,212.347518959073,0.995290738479536,7.4167045474863,3400.26734040821,289,0.86642713080997,0.835198651696417,0.0295419475457808,0.626576356020859,0.46969209141968,0.0444722704689583,0.0716968938078119,1101,0.0444722704689583,0.00470926152046419,0.0298097507775579,0.968219677204388,2.06142303617716,0.681261865331017,0.792664700892677
"NIOZ140.63",2596,4768.27118644068,54.1387175315702,0.98152893076167,5.85455828432962,835.550674490771,51,0.897982037703532,0.744691112572949,0.0208546677702504,0.454154989258735,0.349942043175431,0.0975842161313828,0.146124096182949,1741,0.0975842161313828,0.0184710692383296,0.26231713468976,0.992809694471362,2.06142303617716,0.474076565214954,0.701081777927246
"NIOZ140.66",948,1937.41176470588,4.1422761705732,0.758586835155025,2.9549720488189,248.031286869888,2,0.961319354137719,0.431108727721443,0.00436948963140633,0.534532265098091,0.192934274556358,0.460268783259673,0.619734824569315,5103,0.460268783259673,0.241413164844975,0.744295120411293,0.998696651507551,2.06142151722961,0.17028952827636,0.218003066654641
"NIOZ140.64",2817,4244.67193675889,7.29944611246708,0.863003304005211,3.54013778560927,560.677900078744,4,0.904898763156494,0.445668782930937,0.0025912126774821,0.400115332660591,0.147169068102926,0.340913384339284,0.423207707565883,28874,0.340913384339284,0.136996695994789,0.660432606026259,0.997775202277026,2.06142140505376,0.153253990743365,0.271453197317465
"NIOZ140.115",2774,5412.19546436285,39.2251159027562,0.974506130141741,5.22844971725318,720.193012549399,21,0.917925264717488,0.659487846118881,0.0141402724955862,0.394696840888139,0.236104760345103,0.105174336256517,0.171202121568273,3490,0.105174336256517,0.0254938698582592,0.232619112196004,0.995422842523112,2.06142232692048,0.29433746195341,0.63788686978272
"NIOZ140.111",5027,8533.30434782609,28.395597866443,0.964783273636166,5.18109646895093,1182.50262331291,16,0.950020622628735,0.607925919302236,0.00564861704126576,0.390977527106456,0.208966789632539,0.139488834292839,0.209758840282107,11412,0.139488834292839,0.0352167263638343,0.21913387847897,0.993458966531307,2.06142230420352,0.30999963331011,0.519978487526432
"NIOZ140.96",7926,12761.4497191011,200.389697198613,0.995009723483893,6.93011562550965,2649.28164977425,115,0.900843825112571,0.771907986558282,0.0252825759776197,0.513167209167215,0.338914289303259,0.0305430315604676,0.0584726489247097,1531,0.0305430315604676,0.00499027651610683,0.122092327335116,0.977799830133904,2.06142303617716,0.541894426046363,0.784742449028448
"NIOZ140.73",1515,3408.06653225806,15.6651284315445,0.936163945008818,4.44958444601028,518.754895851917,5,0.78878612817345,0.607603539148386,0.010340018766696,0.604737478375465,0.31434779492168,0.136313708260105,0.26548769771529,1241,0.136313708260105,0.0638360549911818,0.595013181019332,0.996139311490623,2.06142303617716,0.325571177504394,0.373242530755712
"NIOZ140.104",7098,14546.9420353982,208.263358858875,0.995198387246421,7.03176419811758,2347.46075111185,163,0.921039573627205,0.792975473533786,0.0293411325526733,0.455533208198087,0.347852597123339,0.0387738662834999,0.071604293209675,1781,0.0387738662834999,0.00480161275357912,0.0165022968236344,0.979848328462367,2.06142303617716,0.635251344349378,0.825419632943635
"NIOZ140.94",4303,10164.6345852895,89.528466014302,0.988830368211154,6.77455638193405,1953.14346522521,166,0.96053623623112,0.809669121638116,0.0208060576375324,0.612758881278569,0.459483439269598,0.0712060525144637,0.125754974887151,1120,0.0712060525144637,0.0111696317888464,0.00781995041007057,0.981722520261201,2.06142303617716,0.62368872782758,0.738127026511539
"NIOZ140.99",2373,5297.06639566396,15.3822127549145,0.934989847303958,5.52095082566758,946.436211420977,47,0.739113837066195,0.710372436569992,0.00648217983772207,0.593830563029113,0.408790714503857,0.245688038995126,0.292463442069741,2621,0.245688038995126,0.0650101526960424,0.334551931008624,0.991586623359126,2.06142279397466,0.504405699287589,0.60498687664042
"NIOZ140.85",2886,5437.69760479042,35.8136529546984,0.972077687767151,5.38345656502941,819.278034045885,22,0.932263620942516,0.675666260626,0.0124094431582461,0.431983025377474,0.283091403447311,0.0978390019307886,0.19025694341304,2635,0.0978390019307886,0.0279223122328495,0.242016931531264,0.994078991152037,2.0614223809277,0.371528293479875,0.685318580127729
"NIOZ140.91",471,1344.34615384615,21.8581213914699,0.954250414201183,4.52358087081007,151.326079447022,15,0.997554140127389,0.73496103431008,0.0464079010434605,0.424439470214777,0.38676464811784,0.174769230769231,0.266769230769231,568,0.174769230769231,0.0457495857988166,0.357846153846154,0.998562641053503,2.06142303617716,0.222461538461538,0.602461538461538
"NIOZ140.120",4529,9298.18990703851,160.630945605437,0.993774549503952,6.29284075281818,1256.11359458489,81,0.958018518900021,0.747523052429111,0.0354671992946428,0.381389876373711,0.259005436519747,0.0412256515164992,0.0698434581517389,1854,0.0412256515164992,0.00622545049604783,0.0553010762252068,0.990976067086763,2.06142303617716,0.408454149248421,0.857177799519701
"NIOZ140.98",1527,3992.0101010101,182.683989077343,0.994526066542281,6.12787151279326,607.62986873891,77,0.969225445178887,0.83587793002209,0.119635880207821,0.483644520472861,0.407229705419469,0.0272780034822983,0.0509286128845038,188,0.0272780034822983,0.00547393345771877,0.0531050493325595,0.994194187896312,2.06142303617716,0.386680208937899,0.800203134068485
"NIOZ140.75",1931,3281.96610169492,8.8908980074469,0.887525422160685,3.37869216956445,433.947391110179,3,0.813299364036152,0.446574740207538,0.00460429725916463,0.475584411832,0.161992931986599,0.2159158995588,0.375973636908328,7928,0.2159158995588,0.112474577839315,0.759709134484449,0.998049259643722,2.06141805845592,0.169426439348548,0.216950814314505
"NIOZ140.119",953,2307.10396039604,75.1789851344103,0.986698410490483,5.06099387617131,208.938867859146,31,0.973807411838863,0.737795626613857,0.0788866580633896,0.231259175992236,0.262208552867698,0.067172100075815,0.0929997472832954,1329,0.067172100075815,0.0133015895095169,0.0708617639625979,0.998265464805627,2.06142303617716,0.159514783927218,0.848572150619156
"NIOZ140.70",2272,3701.35308641975,7.67324496647422,0.869677039587661,3.49340806977233,476.970253980671,3,0.863064600983884,0.452021238153958,0.00337730852397633,0.413020614354332,0.153861578011015,0.300539740419156,0.461162156795494,16649,0.300539740419156,0.130322960412339,0.689892954492121,0.99800269227984,2.06141998512493,0.173908334386339,0.264743578172103
"NIOZ140.88",1160,2340.00234741784,7.61916515360126,0.868752024685101,3.27075610219711,320.331609522976,3,0.75770558736076,0.46353101652209,0.00656824582207005,0.601906634663781,0.20762251219542,0.238438438438438,0.428228228228228,2779,0.238438438438438,0.131247975314899,0.774603174603175,0.998191115643934,2.06141897445257,0.210982410982411,0.213213213213213
"NIOZ140.76",497,1299.53076923077,14.6712967540609,0.931839699192015,3.87551574750737,151.905764867639,5,0.998451769808885,0.624218338015134,0.0295197117787945,0.462393773298851,0.28153054131913,0.151609553478712,0.280633437175493,584,0.151609553478712,0.0681603008079847,0.439252336448598,0.998917039264406,2.06142303617716,0.186396677050883,0.48546209761163
"NIOZ140.79",2570,4064.93058350101,7.96469130793623,0.874445855923685,3.53289313366843,545.896545077003,3,0.836168855770717,0.449954863515668,0.00309910167623978,0.435194312737655,0.155480879785578,0.30565332710561,0.421605751747377,18323,0.30565332710561,0.125554144076315,0.68413765492852,0.997713505758171,2.06142166400942,0.172135386257861,0.252456336430514
"NIOZ140.68",880,1700.00340136054,3.8824042055855,0.742427643530437,2.64948410165947,195.485371255088,2,0.927863401658582,0.390783867103165,0.00441182296089261,0.443014977119547,0.15828958610323,0.469535283993115,0.642340791738382,8184,0.469535283993115,0.257572356469563,0.771772805507745,0.999171738108927,2.06141957557224,0.135398737808376,0.219736087205967
"NIOZ140.84",1333,2913.00253807107,8.76267551954443,0.885879604035368,3.60528421716363,311.658005566362,4,0.871622504054056,0.501068847374231,0.00657365005217137,0.413412646522613,0.179546901676272,0.280151775228115,0.424518926732316,6202,0.280151775228115,0.114120395964632,0.659228475923751,0.998507427215131,2.06142153000472,0.170069563646219,0.278615954467431
"NIOZ140.113",1005,2157.12244897959,18.026563402157,0.944526309441746,3.86830051483551,230.816917146183,6,0.96448301199632,0.55958982060894,0.0179368790071214,0.38063700487055,0.174149728514578,0.124055060363308,0.244273947873181,2199,0.124055060363308,0.0554736905582539,0.239478731806386,0.998862880845188,2.06141762295326,0.1437436533905,0.702583775245402
"NIOZ140.81",1621,3084.074204947,7.54880728930506,0.867528741736887,3.87529344931196,444.722213080841,4,0.899060655197279,0.524340291230381,0.00465688296687542,0.517012082769348,0.240763823735275,0.334981905910736,0.436188178528347,5554,0.334981905910736,0.132471258263113,0.632086851628468,0.997254719900596,2.06142251698633,0.240048250904704,0.310675512665862
"NIOZ140.74",2457,4753.57656612529,20.2313327091744,0.950571718908734,4.79491218769596,714.398090990398,6,0.819629220343871,0.614205031026132,0.00823416064679462,0.49581110994353,0.271579124343988,0.1237644438257,0.238201308645413,2667,0.1237644438257,0.0494282810912662,0.508747505684718,0.995121277372732,2.06142100057595,0.313750058007332,0.449719244512506
"NIOZ140.121",1598,3095.1378600823,83.1351704520703,0.987971396527339,5.37125214346982,397.709899996054,34,0.978944334695003,0.728156473426799,0.0520245121727599,0.312817895699667,0.260601387262118,0.0418681774215835,0.0742020174105292,909,0.0418681774215835,0.0120286034726606,0.0100870526461241,0.997019310106708,2.06142303617716,0.250379991709272,0.876145732577956
"NIOZ140.97",1747,3476.58026755853,29.7909704354128,0.966432781967677,4.95210516122902,469.562848439128,18,0.805465987489292,0.663318215951776,0.0170526447827205,0.395444514644709,0.246144224287421,0.143370691478114,0.216906322689786,2712,0.143370691478114,0.0335672180323234,0.305720025375344,0.996877631188411,2.06142258920532,0.246246563755551,0.577817720448298
"NIOZ140.78",1240,2530.75581395349,37.2644370168113,0.97316476297364,5.16166469208477,433.124292300191,18,0.952032366313055,0.724661142695034,0.0300519653361381,0.506842653420757,0.352031207963411,0.103747203579418,0.185262863534676,742,0.103747203579418,0.0268352370263602,0.296979865771812,0.996370889457893,2.06142303617716,0.33165548098434,0.65170581655481
"NIOZ140.87",344,1072.34722222222,21.2149812734082,0.952863498340513,3.93047195916744,99.0455069989723,7,0.999357345800574,0.672952081250438,0.0616714571901402,0.370239388017667,0.277069697580759,0.131221719457014,0.210407239819005,406,0.131221719457014,0.0471365016594873,0.480607627666451,0.999255097976853,2.06142303617716,0.138332255979315,0.445054945054945
"NIOZ140.65",510,1430.89230769231,10.5733542155252,0.905422633195087,3.7802400735846,161.852335805509,4,0.998072807459541,0.606350822859688,0.0207320670892651,0.493097281899709,0.284901070588484,0.258634982039237,0.370268029842498,936,0.258634982039237,0.0945773668049129,0.588836695219674,0.998852443898329,2.06142303617716,0.20198949986184,0.380215529151699
"NIOZ140.89",477,1469.25,26.3292327422651,0.962019402168345,4.1911268546146,139.622854532528,10,0.999515775770541,0.67954854450838,0.0551975529187947,0.391061410953664,0.274433186841476,0.113299294918551,0.195964016532944,466,0.113299294918551,0.0379805978316545,0.424993921711646,0.998969456021591,2.06142303617716,0.164843180160467,0.441526866034525
"NIOZ140.92",601,1661.2987804878,14.7751144364529,0.932318629117835,4.17234896858453,215.006340155307,6,0.983995600552751,0.652072683342568,0.0245842170323676,0.547620228215321,0.31510593220339,0.212469733656174,0.300544794188862,702,0.212469733656174,0.067681370882165,0.523910411622276,0.998354635680883,2.06142303617716,0.243946731234867,0.357142857142857
"NIOZ140.72",1604,3229.63357400722,6.55156838974834,0.847364792594585,3.3616595741114,447.990247181441,3,0.835136167897594,0.455493640123296,0.00408451894622714,0.613248060560458,0.223805333010841,0.304286628278951,0.484900831733845,4756,0.304286628278951,0.152635207405415,0.751183621241203,0.997366039745685,2.06142042320922,0.231030070377479,0.238131797824696
"NIOZ140.69",1463,2991.67366412214,12.0927607214975,0.917305897054402,4.11769163452465,428.799034579127,5,0.870006571057696,0.564977161571077,0.00826572844941731,0.538847106705567,0.245606098143341,0.236618150003977,0.331026803467748,2975,0.236618150003977,0.082694102945598,0.603515469657202,0.997267783664881,2.06142239872893,0.246003340491529,0.31957368965243
"NIOZ140.83",1033,2321.46451612903,18.4110181606767,0.945684698625964,4.73500800598734,380.08958740241,8,0.849042234853156,0.682255940217429,0.0178228636599,0.569300038928515,0.374135710094531,0.177050399851218,0.269853077924493,952,0.177050399851218,0.0543153013740358,0.471452482797099,0.996786276520567,2.06142303617716,0.347033661893249,0.51218151385531
"NIOZ140.77",603,1328.805,32.9084810293519,0.969612696523183,4.65377352193637,213.373952377961,13,0.963788887126743,0.726934350902802,0.054574595405227,0.488466379752811,0.336187521327962,0.114226682408501,0.182998819362456,387,0.114226682408501,0.0303873034768173,0.297225501770956,0.998220551618871,2.06142303617716,0.243211334120425,0.674144037780401
"NIOZ140.108",380,782.260563380282,119.593220338983,0.991638321995465,5.44225153057273,267.427228866675,57,0.997631578947368,0.916177547588436,0.314719000892061,0.718959761832274,0.636826234451564,0.0369047619047619,0.0738095238095238,31,0.0369047619047619,0.00836167800453515,0.0988095238095238,0.997432796837003,2.06142303617716,0.28452380952381,0.788095238095238
"NIOZ140.123",14842,25436.8414845647,108.510986649641,0.990784343310519,7.22163558369113,4600.53702822588,198,0.822901682886825,0.751845182271761,0.00731107577480401,0.464954444624049,0.327628413139392,0.0617696760507676,0.112411462265847,6872,0.0617696760507676,0.00921565668948147,0.0642595189299968,0.962387555984151,2.06142300032249,0.666181282134254,0.789612771006364
"NIOZ140.14",12231,13369.8662420382,793.873933645889,0.998740354157483,7.98410202195601,3750.06978172463,415,0.859214946408552,0.848314058891559,0.0649067070268898,0.474126038349778,0.417440056117677,0.00908723747980614,0.0169415865997789,855,0.00908723747980614,0.00125964584251743,4.25133917183913e-05,0.957300033161346,2.06142303617716,0.79916673752232,0.992815236799592
"NIOZ140.82",4228,6556.859527121,5.40016530063786,0.814820483387447,3.48106245674744,851.219481107466,2,0.940877373601438,0.416919454193876,0.00127723871822088,0.384930700539799,0.169969780655228,0.376490167162359,0.574275616045609,45698,0.376490167162359,0.185179516612553,0.682177312385174,0.996329167726657,2.06142252990087,0.213793160266603,0.26866261873965
"NIOZ140.71",6466,8246.54730713246,7.58356816730264,0.868135951581261,3.54899015431001,1129.37172879555,3,0.849572723673669,0.40447499094032,0.00117283763799917,0.335292705650065,0.134960740601387,0.292420896439398,0.462005946895269,100901,0.292420896439398,0.131864048418739,0.723947556034708,0.996241607644833,2.06142246629897,0.19330887339373,0.212995647058142
